moth_age_fstbr,moth_pp_group,outcome,pred,var,upper,lower
27,White,educ,-0.0025242098949853197,5.8637662959685014e-5,0.012484535756331646,-0.017532955546302284
27,White,behind,-0.0020648774673086667,0.0024447207865090446,0.09484559345019923,-0.09897534838481657
27,White,private,0.03374880933311644,0.0023382834885932557,0.12852617925748105,-0.06102856059124816
28,White,educ,-0.002229031409871698,9.683352683777446e-5,0.017058158035456888,-0.021516220855200285
28,White,behind,0.0038876250833287363,0.0019309838226906407,0.09001582867105234,-0.08224057850439487
28,White,private,0.032390141896881684,0.0018902738021475182,0.11760560902773712,-0.052825325233973756
29,White,educ,0.001705496944358515,1.6432159050072692e-4,0.026830341661641697,-0.023419347772924665
29,White,behind,-9.27193028328449e-5,0.0024650498885930173,0.0972198474705235,-0.09740528607618919
29,White,private,0.02903487444407389,0.001982918594179139,0.11631362369839454,-0.05824387481024676
30,White,educ,0.005597983870023787,1.581718689117153e-4,0.03024819789772029,-0.01905223015767272
30,White,behind,-0.002983105793577096,0.002338016273806261,0.09178884848327706,-0.09775506007043125
30,White,private,0.02385871510913501,0.0022749675283701386,0.11734408967107772,-0.0696266594528077
31,White,educ,0.006143485473052539,9.664123440331112e-5,0.025411515109830658,-0.01312454416372558
31,White,behind,-0.0013285683159831906,0.001505815951025268,0.07472892676148218,-0.07738606339344856
31,White,private,0.014897968285666722,0.002302722482550462,0.10895188202117193,-0.07915594544983848
32,White,educ,0.0030149845084763874,1.28639294427785e-4,0.02524516024943217,-0.019215191232479393
32,White,behind,-3.7485225656674014e-4,0.0013830962220048393,0.07251755095840341,-0.07326725547153688
32,White,private,0.010241042766493035,0.0024971422974186665,0.1081850157804746,-0.08770293024748851
33,White,educ,0.004131097905351201,1.0707430897776947e-4,0.02441253437738146,-0.016150338566679058
33,White,behind,-0.0015697260125856576,0.0014172138340609974,0.07221623921745472,-0.07535569124262605
33,White,private,0.0051325420752552225,0.00221567472355281,0.0973916121876321,-0.08712652803712166
34,White,educ,0.004470122030527396,1.1597569890824951e-4,0.025577756784945792,-0.016637512723891
34,White,behind,-0.0033969270423952476,8.384653771177576e-4,0.05335735555139302,-0.06015120963618351
34,White,private,0.0015426464986396434,0.001765474300629752,0.08389703966196309,-0.08081174666468381
16,"Coloured, Indian or Asian, and Other",educ,-4.361517586147327e-4,1.0136749124645039e-4,0.019297407331735992,-0.020169710848965457
16,"Coloured, Indian or Asian, and Other",behind,0.009313688504598426,0.0012464354985194932,0.07851127958342491,-0.05988390257422805
16,"Coloured, Indian or Asian, and Other",private,0.02069313598121406,8.078544293357622e-4,0.07640178500213597,-0.03501551303970786
17,"Coloured, Indian or Asian, and Other",educ,-7.702316262471424e-4,1.316984416534386e-4,0.021722716901143607,-0.02326318015363789
17,"Coloured, Indian or Asian, and Other",behind,0.009119128785656514,0.001080701112083872,0.07355220563428608,-0.055313948062973045
17,"Coloured, Indian or Asian, and Other",private,0.02094835535136395,7.752102920069869e-4,0.07551984843863471,-0.033623137735906805
18,"Coloured, Indian or Asian, and Other",educ,-6.578293800825705e-4,1.2252118801996486e-4,0.021037271354818317,-0.02235293011498346
18,"Coloured, Indian or Asian, and Other",behind,0.011495503054958714,0.001065969582188727,0.07548791469052855,-0.05249690858061113
18,"Coloured, Indian or Asian, and Other",private,0.021914427943685696,7.950994274825512e-4,0.07718154258355964,-0.03335268669618824
19,"Coloured, Indian or Asian, and Other",educ,-2.2170878969716293e-4,1.5356185425376284e-4,0.024066626256189685,-0.02451004383558401
19,"Coloured, Indian or Asian, and Other",behind,0.009028165072301614,0.0016841053674921081,0.08946235668108005,-0.07140602653647682
19,"Coloured, Indian or Asian, and Other",private,0.022796031985803433,8.301971736189743e-4,0.07926979104410105,-0.03367772707249418
20,"Coloured, Indian or Asian, and Other",educ,-0.0017827729222254162,1.5199424197653597e-4,0.02238127226845118,-0.02594681811290201
20,"Coloured, Indian or Asian, and Other",behind,0.010732504458467799,0.001709295627038675,0.09176601654347971,-0.07030100762654412
20,"Coloured, Indian or Asian, and Other",private,0.02410019066552348,9.159693254166768e-4,0.08341956153643466,-0.035219180205387696
21,"Coloured, Indian or Asian, and Other",educ,-0.0032271340013905604,1.9916902562920968e-4,0.02443380829740273,-0.03088807630018385
21,"Coloured, Indian or Asian, and Other",behind,0.014501729404286437,0.0010922330218893891,0.07927766920364618,-0.0502742103950733
21,"Coloured, Indian or Asian, and Other",private,0.02335005282047034,9.500151338772199e-4,0.08376179123530764,-0.03706168559436695
22,"Coloured, Indian or Asian, and Other",educ,-0.0036309741710634827,1.7410721621285416e-4,0.02223116575979492,-0.02949311410192188
22,"Coloured, Indian or Asian, and Other",behind,0.011754306050099339,0.0014152032276357413,0.08548791249441659,-0.061979300394217916
22,"Coloured, Indian or Asian, and Other",private,0.024427344118908383,7.988936819826189e-4,0.0798261705388284,-0.030971482301011637
23,"Coloured, Indian or Asian, and Other",educ,-0.0037928162477562054,1.8491842800286634e-4,0.022860187954693682,-0.030445820450206093
23,"Coloured, Indian or Asian, and Other",behind,0.011334083803863358,0.0016524981554478769,0.09100990770276361,-0.068341740095036893
23,"Coloured, Indian or Asian, and Other",private,0.025433748419901057,7.884779394723811e-4,0.08047025314428466,-0.02960275630448255
24,"Coloured, Indian or Asian, and Other",educ,-0.004670700188321922,2.3474999696791548e-4,0.025359544371986675,-0.034700944748630516
24,"Coloured, Indian or Asian, and Other",behind,0.013599808772329046,0.0024050352384648293,0.10972047966099113,-0.08252086211633303
24,"Coloured, Indian or Asian, and Other",private,0.024939049932465963,0.0011787111120233878,0.09223048035231249,-0.042352380487380555
25,"Coloured, Indian or Asian, and Other",educ,-0.004027728772471822,1.5778364820688781e-4,0.020592215641591756,-0.028647673186535397
25,"Coloured, Indian or Asian, and Other",behind,0.014121482214632403,0.001741864378170989,0.09592335380191133,-0.06768038937264653
25,"Coloured, Indian or Asian, and Other",private,0.02540125831402234,0.0012418366722506203,0.09447107632535043,-0.04366855969730576
26,"Coloured, Indian or Asian, and Other",educ,-0.004440980781370566,1.2466052752115476e-4,0.01744270909317454,-0.026324670655915674
26,"Coloured, Indian or Asian, and Other",behind,0.013981455948161295,0.0027000298929615077,0.11582660721615701,-0.08786369531983443
26,"Coloured, Indian or Asian, and Other",private,0.01977486142563488,0.0011736525456569954,0.08692174236135604,-0.04737201951008628
27,"Coloured, Indian or Asian, and Other",educ,-0.00485258717054432,1.4338684286900038e-4,0.018617284911884076,-0.028322459252972717
27,"Coloured, Indian or Asian, and Other",behind,0.013299957284645086,0.0030196688028569308,0.12100492315463265,-0.09440500858534248
27,"Coloured, Indian or Asian, and Other",private,0.015452216735018223,0.0013657985245805909,0.08788737126670124,-0.056982937796664794
28,"Coloured, Indian or Asian, and Other",educ,-0.004160980347851311,1.3792758319869055e-4,0.018857764266399256,-0.02717972496210188
28,"Coloured, Indian or Asian, and Other",behind,0.01709219184579425,0.002921593520625963,0.12303365525288854,-0.08884927156130004
28,"Coloured, Indian or Asian, and Other",private,0.010937238510213984,0.0012175390171546873,0.07932801192521088,-0.057453534904782916
29,"Coloured, Indian or Asian, and Other",educ,9.688796686781535e-4,1.7884751291704967e-4,0.027180720611697358,-0.02524296127434105
29,"Coloured, Indian or Asian, and Other",behind,0.004725103119809979,0.003498028409772889,0.12064760282967446,-0.11119739659005451
29,"Coloured, Indian or Asian, and Other",private,0.00813307372859653,6.293368700180745e-4,0.05730278513573654,-0.041036637678543486
30,"Coloured, Indian or Asian, and Other",educ,0.005403333581817008,1.4126223093287457e-4,0.028698676171092893,-0.017892009007458878
30,"Coloured, Indian or Asian, and Other",behind,3.630014354781464e-4,0.0039041703470210354,0.12283038813543189,-0.1221043852644756
30,"Coloured, Indian or Asian, and Other",private,0.005142368669343381,4.278201243293093e-4,0.045682642344091494,-0.03539790500540473
31,"Coloured, Indian or Asian, and Other",educ,0.006005641459912288,6.202869041538962e-5,0.02144226729264402,-0.009430984372819447
31,"Coloured, Indian or Asian, and Other",behind,0.001624805228967595,0.002787006721217525,0.10509733791387506,-0.10184772745593985
31,"Coloured, Indian or Asian, and Other",private,-0.0032550284491256786,2.6096744586117326e-4,0.028407765805650433,-0.03491782270390179
32,"Coloured, Indian or Asian, and Other",educ,0.0024398030747412075,5.963606977564588e-5,0.017575784233890463,-0.012696178084408047
32,"Coloured, Indian or Asian, and Other",behind,0.0021580034498925415,0.00273935275693031,0.10474210334370396,-0.10042609644391887
32,"Coloured, Indian or Asian, and Other",private,-0.009091769774486351,1.6038353719259612e-4,0.015730184146973525,-0.033913723695946224
33,"Coloured, Indian or Asian, and Other",educ,0.003340434893405343,6.857531256554262e-5,0.019571236498741675,-0.01289036671193099
33,"Coloured, Indian or Asian, and Other",behind,-9.545019623393543e-4,0.0026661276519179744,0.1002492330853756,-0.10215823701005432
33,"Coloured, Indian or Asian, and Other",private,-0.014117548861409018,2.066457582080575e-4,0.014057801087297452,-0.042292898810115484
34,"Coloured, Indian or Asian, and Other",educ,0.003690761210338214,6.60497354811524e-5,0.01961987492781776,-0.012238352507141332
34,"Coloured, Indian or Asian, and Other",behind,-0.0036356466901100062,0.0015192190255545405,0.07275958751052794,-0.08003088089074795
34,"Coloured, Indian or Asian, and Other",private,-0.017815938297420397,1.6000787561809186e-4,0.006976928720624564,-0.04260880531546536
