moth_age_fstbr,moth_pp_group,outcome,pred,var,upper,lower
16,White,private,-0.05669595284024361,0.0036152295155413125,0.0611525333906092,-0.17454443907109643
17,White,educ,-0.0037890373088204955,7.84029466958634e-4,0.05109199402504101,-0.058670068642682
17,White,behind,0.08365344354376981,0.028184982146621334,0.41270576068264136,-0.24539887359510176
17,White,private,-0.05840944987396643,0.0036930431056986296,0.0607005597593631,-0.17751945950729597
18,White,educ,-0.0024861389686348834,8.417403697323625e-4,0.054378874918322384,-0.05935115285559216
18,White,behind,0.0861460997137569,0.040717559956110295,0.4816465147924181,-0.30935431536490426
18,White,private,-0.058289506729836814,0.0036108979269343757,0.05948835823684993,-0.17606737169652356
19,White,educ,2.965814821224924e-4,8.086210905861361e-4,0.056031658243491544,-0.05543849527924656
19,White,behind,0.07344398422813987,0.05110248215124591,0.5165188034542231,-0.3696308349979433
19,White,private,-0.05917338585187793,0.0037518626774326116,0.06088141689097414,-0.17922818859473
20,White,educ,0.0010123133723146747,8.020804978819844e-4,0.0565215237852131,-0.054496897040583754
20,White,behind,0.06703610484456567,0.03449874939145781,0.4310833485674434,-0.29701113887831204
20,White,private,-0.059306350506158075,0.0032015538820442477,0.05159490914972311,-0.17020761016203925
21,White,educ,0.0012000754030221912,0.0011036319833988542,0.06631315110541118,-0.06391300029936679
21,White,behind,0.058051989404408984,0.023134741052278973,0.35617012240948953,-0.24006614360067158
21,White,private,-0.05674446590570611,0.003574780193676001,0.06044288662017753,-0.17393181843158975
22,White,educ,0.0025148621818999128,0.001126831643256113,0.0683087558250997,-0.06327903146129986
22,White,behind,0.06447787690144335,0.022405992010299032,0.3578630484878151,-0.22890729468492838
22,White,private,-0.05733022469124108,0.0038251471931528003,0.06389141305225667,-0.1785518624347388
23,White,educ,0.0017615158928639622,0.0011174488385376669,0.06728091346431835,-0.06375788167859041
23,White,behind,0.06003095564349151,0.018124754498376656,0.3239022441175575,-0.20384033283057454
23,White,private,-0.050942711214429635,0.004027502899565867,0.07344400487282879,-0.17532942730168807
24,White,educ,-0.0036708114620248485,0.0018742648137259712,0.08118303764577751,-0.0885246605698272
24,White,behind,0.06949225805873455,0.02803504793645409,0.39766818671999704,-0.25868367060252795
24,White,private,-0.06200825780545044,0.003554785636695779,0.05485090744028673,-0.1788674230511876
25,White,educ,-0.005328288618877287,8.487782585140976e-4,0.05177395790354736,-0.06243053514130194
25,White,behind,0.0791207595039442,0.029915042100278677,0.4181216824118775,-0.2598801634039891
25,White,private,-0.06023500640346087,0.004182208002742244,0.06651817999962174,-0.1869881928065435
26,White,educ,-0.0134311720517296,0.0014834651597207737,0.062059752949778516,-0.08892209705323771
26,White,behind,0.09832542836487082,0.04987845554370468,0.5360617357654518,-0.3394108790357101
26,White,private,-0.054013478340304864,0.004171723028992281,0.07258072053222145,-0.1806076772128312
27,White,educ,-0.019325013824207437,0.001871429251621215,0.06546462359115163,-0.10411465123956651
27,White,behind,0.09589496471939865,0.04758131671529408,0.5234325493753839,-0.3316426199365866
27,White,private,-0.04605787731528407,0.004508868091778534,0.08555240974988579,-0.17766816438045394
28,White,educ,-0.01983824811375658,0.001211565632481627,0.04838455257444017,-0.08806104880195333
28,White,behind,0.0935315609647303,0.05766958562077642,0.5642156164847518,-0.3771524945552912
28,White,private,-0.04359118375530216,0.0036900106579674727,0.07546991376881712,-0.16265228127942144
29,White,educ,-0.018673359058353878,0.0010967685056702432,0.04623693204700788,-0.08358365016371563
29,White,behind,0.09617798795790278,0.054442789576696404,0.5535043707938779,-0.3611483948780724
29,White,private,-0.04183661894790773,0.003147986476197953,0.06813294432740065,-0.15180618222321612
30,White,educ,-0.01877534370689693,6.740999281604377e-4,0.032112987804571766,-0.06966367521836563
30,White,behind,0.09427137754482653,0.042175640520332694,0.49679086852993404,-0.308248113440281
30,White,private,-0.04443479077215894,0.00449051152742685,0.08690731627566858,-0.17577689781998648
31,White,educ,-0.018134980498621518,6.7106729630074e-4,0.03263875410371912,-0.06890871510096215
31,White,behind,0.09317814685404209,0.030986673413129266,0.4381975732402637,-0.25184127953217955
31,White,private,-0.04596913477297203,0.0051097056079069895,0.09413598670135344,-0.1860742562472975
32,White,educ,-0.018207116047823813,7.654706066763865e-4,0.036020477321308905,-0.07243470941695652
32,White,behind,0.09523764621358885,0.030306342784117965,0.4364484995571887,-0.24597320713001095
32,White,private,-0.04556091530650945,0.005058919745922031,0.0938462082415147,-0.1849680388545336
33,White,educ,-0.018151123844685486,7.517224891983302e-4,0.03558728992520826,-0.07188953761457922
33,White,behind,0.09517356148758979,0.031773264558050886,0.4445446723800165,-0.25419754940483685
33,White,private,-0.04673053427766146,0.004666513638185446,0.08716076040744197,-0.1806218289627649
34,White,educ,-0.018151123844685486,7.517224891983302e-4,0.03558728992520826,-0.07188953761457922
34,White,behind,0.09517356148758979,0.031773264558050886,0.4445446723800165,-0.25419754940483685
34,White,private,-0.04673053427766146,0.004666513638185446,0.08716076040744197,-0.1806218289627649
16,"Coloured, Indian or Asian, and Other",educ,-0.0029466304943988057,7.979971657249334e-4,0.05242110299586522,-0.05831436398466283
16,"Coloured, Indian or Asian, and Other",behind,0.056388107046511884,0.010104861549634483,0.2534130702594911,-0.14063685616646737
16,"Coloured, Indian or Asian, and Other",private,-0.029798558371042016,0.002330716542260202,0.06482533221028418,-0.12442244895236822
17,"Coloured, Indian or Asian, and Other",educ,-0.0026202999019070993,8.182982079425094e-4,0.05344728784388364,-0.058687887647697834
17,"Coloured, Indian or Asian, and Other",behind,0.058550955676623266,0.010736185442586688,0.26163746432808693,-0.1445355529748404
17,"Coloured, Indian or Asian, and Other",private,-0.030751984331824227,0.0021964942799278632,0.061106887998347986,-0.12261085666199645
18,"Coloured, Indian or Asian, and Other",educ,-0.0013112202230341338,8.85518782576821e-4,0.057013808325155325,-0.059636248771223595
18,"Coloured, Indian or Asian, and Other",behind,0.061972728579590464,0.013161305425596608,0.28682928490600035,-0.1628838277468194
18,"Coloured, Indian or Asian, and Other",private,-0.031531074862746145,0.0027446650828958285,0.07115244563812397,-0.13421459536361624
19,"Coloured, Indian or Asian, and Other",educ,0.0014959624326769036,7.892956698773784e-4,0.05656099893862082,-0.05356907407326701
19,"Coloured, Indian or Asian, and Other",behind,0.047311554229045656,0.01791785924259425,0.3096724660782578,-0.21504935762016653
19,"Coloured, Indian or Asian, and Other",private,-0.03293862595332202,0.003744768155438368,0.08700261526891995,-0.15287986717556398
20,"Coloured, Indian or Asian, and Other",educ,0.0027400812109252344,8.172555747217975e-4,0.058771938362471236,-0.05329177594062077
20,"Coloured, Indian or Asian, and Other",behind,0.03733580881521848,0.014118006500802575,0.2702214755563968,-0.19554985792595983
20,"Coloured, Indian or Asian, and Other",private,-0.03394581754471638,0.003784345758216233,0.0866275736523611,-0.15451920874179384
21,"Coloured, Indian or Asian, and Other",educ,0.0024867009227615396,0.0011420213892191996,0.06872256257507552,-0.06374916072955243
21,"Coloured, Indian or Asian, and Other",behind,0.024144247379038752,0.009823701376134392,0.21840883809633307,-0.17012034333825557
21,"Coloured, Indian or Asian, and Other",private,-0.03001208288888121,0.003835019719551753,0.09136588774265478,-0.1513900535204172
22,"Coloured, Indian or Asian, and Other",educ,0.004378543520449553,0.0010787021565854507,0.06875200237375856,-0.05999491533285945
22,"Coloured, Indian or Asian, and Other",behind,0.0267536853849067,0.010965830439387307,0.23200069319732347,-0.1784933224275101
22,"Coloured, Indian or Asian, and Other",private,-0.030155277780341324,0.004993226735259504,0.10834374685944778,-0.16865430242013044
23,"Coloured, Indian or Asian, and Other",educ,0.0035257059039519745,8.276413376944256e-4,0.05991246820581592,-0.05286105639791198
23,"Coloured, Indian or Asian, and Other",behind,0.024959238505178363,0.01604011768354374,0.27319242744876343,-0.22327395043840673
23,"Coloured, Indian or Asian, and Other",private,-0.024379428219718176,0.007913883205022433,0.1499821894615083,-0.19874104590094463
24,"Coloured, Indian or Asian, and Other",educ,-0.001070029369218048,0.0013861384718228651,0.07190249664814494,-0.07404255538658103
24,"Coloured, Indian or Asian, and Other",behind,0.030925756406240023,0.017918762359931537,0.29329328008612116,-0.23144176727364113
24,"Coloured, Indian or Asian, and Other",private,-0.03665509559988694,0.006103796557500784,0.11647342837685296,-0.18978361957662684
25,"Coloured, Indian or Asian, and Other",educ,-0.003178303701912984,6.189891581445772e-4,0.045585502034803334,-0.05194210943862931
25,"Coloured, Indian or Asian, and Other",behind,0.037914144930820605,0.014149812367756254,0.2710619932845475,-0.19523370342290627
25,"Coloured, Indian or Asian, and Other",private,-0.037174785211439514,0.004398911359582559,0.0928208219411576,-0.16717039236403664
26,"Coloured, Indian or Asian, and Other",educ,-0.009886780897674705,6.597028775682806e-4,0.040455195369316514,-0.06022875716466592
26,"Coloured, Indian or Asian, and Other",behind,0.06273359707416956,0.019096498416380333,0.333586155334871,-0.20811896118653192
26,"Coloured, Indian or Asian, and Other",private,-0.03102961799953613,0.004173986632518973,0.0955989216251665,-0.15765815762423877
27,"Coloured, Indian or Asian, and Other",educ,-0.016139026730612994,7.273474388252931e-4,0.03672095738772785,-0.06899901084895384
27,"Coloured, Indian or Asian, and Other",behind,0.062227871789538904,0.02224361112995194,0.3545479985629504,-0.23009225498387256
27,"Coloured, Indian or Asian, and Other",private,-0.025234488709108906,0.006019306078258793,0.12683051788425226,-0.17729949530247008
28,"Coloured, Indian or Asian, and Other",educ,-0.01746156340994279,6.809169327052714e-4,0.03368343134693025,-0.06860655816681582
28,"Coloured, Indian or Asian, and Other",behind,0.06917199031692627,0.03002502813631861,0.4087955290896114,-0.27045154845575886
28,"Coloured, Indian or Asian, and Other",private,-0.02832602173574249,0.008186931123877327,0.14901803541162045,-0.20567007888310546
29,"Coloured, Indian or Asian, and Other",educ,-0.016497159575926918,7.223081589040369e-4,0.03617939140499578,-0.06917371055684962
29,"Coloured, Indian or Asian, and Other",behind,0.07058576110633719,0.023808262995324403,0.37301231933632834,-0.23184079712365396
29,"Coloured, Indian or Asian, and Other",private,-0.027801408937248265,0.012189963331301634,0.18859859830288184,-0.24420141617737834
30,"Coloured, Indian or Asian, and Other",educ,-0.016511667334238814,4.950865186928567e-4,0.02709939055490759,-0.060122725223385215
30,"Coloured, Indian or Asian, and Other",behind,0.07030190904127,0.018297604428087085,0.33542843953367346,-0.1948246214511335
30,"Coloured, Indian or Asian, and Other",private,-0.031236266160198124,0.015331525948368337,0.211451990834762,-0.27392452315515825
31,"Coloured, Indian or Asian, and Other",educ,-0.015716138239575815,5.115870196635928e-4,0.02861570916992944,-0.06004798564908107
31,"Coloured, Indian or Asian, and Other",behind,0.06980407794307641,0.01845858351140491,0.33609432263373923,-0.1964861667475864
31,"Coloured, Indian or Asian, and Other",private,-0.032154078434750176,0.017823617643451386,0.22951596100248237,-0.2938241178719827
32,"Coloured, Indian or Asian, and Other",educ,-0.01579613994133418,6.2497938481752e-4,0.03320305193684872,-0.06479533181951708
32,"Coloured, Indian or Asian, and Other",behind,0.07171557964378829,0.01725393338157856,0.3291698677779582,-0.18573870849038165
32,"Coloured, Indian or Asian, and Other",private,-0.03235750588068936,0.01843206380263996,0.2337413785668439,-0.29845639032822263
33,"Coloured, Indian or Asian, and Other",educ,-0.015738869887754338,6.156590304771572e-4,0.032893585648451594,-0.06437132542396026
33,"Coloured, Indian or Asian, and Other",behind,0.0715999957244664,0.017751588899256675,0.3327407698586189,-0.18954077840968608
33,"Coloured, Indian or Asian, and Other",private,-0.033536959320779124,0.016905075349582813,0.22130129813472407,-0.2883752167762823
34,"Coloured, Indian or Asian, and Other",educ,-0.015738869887754338,6.156590304771572e-4,0.032893585648451594,-0.06437132542396026
34,"Coloured, Indian or Asian, and Other",behind,0.0715999957244664,0.017751588899256675,0.3327407698586189,-0.18954077840968608
34,"Coloured, Indian or Asian, and Other",private,-0.033536959320779124,0.016905075349582813,0.22130129813472407,-0.2883752167762823
